elapsed_time,body_x_landmark,body_y_landmark,between_hands_x_landmark,between_hands_y_landmark,classif_logit,date_time,session
15.096633672714232,0.6881001591682434,0.0901215933263301,0.7061402499675751,0.2870733439922333,0.4496565759181976,2021-11-23 19:00:00,2
0.0957512855529785,0.6761266887187958,0.1533095128834247,0.7313135862350464,0.2747905552387237,0.446625143289566,2021-11-23 19:00:00,2
0.1156940460205078,0.6778855919837952,0.1601727604866027,0.7508452534675598,0.2648744061589241,0.4464188814163208,2021-11-23 19:00:00,2
0.105715274810791,0.7106781601905823,0.2881112843751907,0.8009144067764282,0.265655018389225,0.4464422464370727,2021-11-23 19:00:00,2
0.1142010688781738,0.7445331513881683,0.3076576739549637,0.8538639545440674,0.2754971086978912,0.4476286172866821,2021-11-23 19:00:00,2
0.1187009811401367,0.8261516094207764,0.3307882249355316,0.915863037109375,0.5444344356656075,0.378477543592453,2021-11-23 19:00:00,2
32.136106967926025,0.8990185260772705,0.3912291973829269,0.8933986723423004,0.9289416670799256,0.4027381539344787,2021-11-23 19:00:00,2
0.1640975475311279,0.826404482126236,0.4386097490787506,0.7534127831459045,1.0722441971302032,0.4153826534748077,2021-11-23 19:00:00,2
0.1386287212371826,0.7572449445724487,0.4700419753789902,0.731613278388977,1.1516369581222534,0.3953102529048919,2021-11-23 19:00:00,2
0.143613576889038,0.7519800662994385,0.4952666610479355,0.7353100925683975,1.0979578495025637,0.4107704162597656,2021-11-23 19:00:00,2
0.0897607803344726,0.7523798644542694,0.5364447087049484,0.7408218085765839,1.021611005067825,0.3828831315040588,2021-11-23 19:00:00,2
0.0860908031463623,0.7525617778301239,0.5345876067876816,0.7280987799167633,0.9620161652565002,0.3768946826457977,2021-11-23 19:00:00,2
0.0962526798248291,0.7568895816802979,0.5228138715028763,0.7062679678201675,1.0587334036827087,0.3873680233955383,2021-11-23 19:00:00,2
0.0872774124145507,0.7652485072612762,0.521610677242279,0.7047162801027298,1.085926502943039,0.4059989154338836,2021-11-23 19:00:00,2
0.0967409610748291,0.7711929082870483,0.5153989940881729,0.7150904834270477,1.1205065250396729,0.3812786638736725,2021-11-23 19:00:00,2
0.0937492847442627,0.7738045454025269,0.5147081166505814,0.7122334539890289,1.1136803030967712,0.378582090139389,2021-11-23 19:00:00,2
0.0787899494171142,0.7759549021720886,0.5156899988651276,0.7024930417537689,1.139203667640686,0.3782908320426941,2021-11-23 19:00:00,2
0.1326558589935302,0.77712681889534,0.5142264664173126,0.6991334110498428,1.1264109015464785,0.3740234971046448,2021-11-23 19:00:00,2
0.1296412944793701,0.7783022820949554,0.5108229219913483,0.7032173424959183,1.1384395360946655,0.3801897168159485,2021-11-23 19:00:00,2
0.1196827888488769,0.7774789333343506,0.5052543580532074,0.7051656544208527,1.136367678642273,0.3783982694149017,2021-11-23 19:00:00,2
0.1336402893066406,0.7781769335269928,0.4993284046649933,0.7351800799369812,1.1579567193984983,0.3632500767707824,2021-11-23 19:00:00,2
0.1266605854034423,0.7772731482982635,0.4744461625814438,0.701708510518074,1.1138101518154144,0.3837001621723175,2021-11-23 19:00:00,2
0.0852696895599365,0.7666221857070923,0.4443982094526291,0.702612966299057,1.1318948864936829,0.3831727504730224,2021-11-23 19:00:00,2
0.0885534286499023,0.7598781883716583,0.4336834698915481,0.6886613070964813,1.119645982980728,0.3782067000865936,2021-11-23 19:00:00,2
0.0877656936645507,0.7559466660022736,0.4207219332456589,0.6903519034385681,1.1197653412818909,0.3848370015621185,2021-11-23 19:00:00,2
0.0987360477447509,0.7497296035289764,0.4081265032291412,0.6930801570415497,1.060442179441452,0.4088496267795563,2021-11-23 19:00:00,2
0.1495993137359619,0.7435992360115051,0.4043522626161575,0.6863108575344086,1.044614166021347,0.3839016258716583,2021-11-23 19:00:00,2
0.1251890659332275,0.7423381209373474,0.3968589752912521,0.7282945215702057,0.9976492822170258,0.4095614552497864,2021-11-23 19:00:00,2
0.0917527675628662,0.7418398559093475,0.3997648507356643,0.69704569876194,1.019705295562744,0.3962598145008087,2021-11-23 19:00:00,2
0.1057190895080566,0.7438278794288635,0.4028123170137405,0.7353450655937195,1.0920838117599487,0.3840171098709106,2021-11-23 19:00:00,2
0.0907568931579589,0.7451151609420776,0.4011170566082001,0.744769960641861,1.0640409290790558,0.3828999102115631,2021-11-23 19:00:00,2
0.0927507877349853,0.7473815679550171,0.3998319953680038,0.7558426558971405,1.042836755514145,0.3864811062812805,2021-11-23 19:00:00,2
0.090757131576538,0.7509094476699829,0.3973955661058426,0.7489237487316132,1.0424612164497375,0.3911957740783691,2021-11-23 19:00:00,2
0.089759349822998,0.7528124153614044,0.3980101197957992,0.7453341782093048,1.052033632993698,0.383388340473175,2021-11-23 19:00:00,2
