elapsed_time,body_x_landmark,body_y_landmark,between_hands_x_landmark,between_hands_y_landmark,classif_logit,date_time
2.2048752307891846,0.6768906116485596,0.5434041321277618,0.6181987375020981,1.2732298970222473,0.4467187523841858,2022-01-24_22-11
0.32425808906555176,0.678655356168747,0.546863853931427,0.5931970179080963,1.2931559085845947,0.4452289640903473,2022-01-24_22-11
0.12964248657226562,0.6794326305389404,0.5467243194580078,0.5854927003383636,1.2987940311431885,0.4460931122303009,2022-01-24_22-11
0.11469578742980957,0.6793546378612518,0.5471336543560028,0.5798967778682709,1.2982609272003174,0.4457857012748718,2022-01-24_22-11
0.10671281814575195,0.6792336255311966,0.5476860702037811,0.5778204053640366,1.2999882102012634,0.4459863007068634,2022-01-24_22-11
0.11768484115600586,0.6792792677879333,0.5479671359062195,0.5779255628585815,1.3036346435546875,0.4460967183113098,2022-01-24_22-11
0.11968064308166504,0.6793628036975861,0.5478813052177429,0.5797773003578186,1.3054721355438232,0.44577929377555847,2022-01-24_22-11
0.12067747116088867,0.6795125752687454,0.5474393963813782,0.5807915478944778,1.3010185360908508,0.4460466802120209,2022-01-24_22-11
0.09574341773986816,0.6796065717935562,0.5472293496131897,0.5819167792797089,1.2947879433631897,0.4449765980243683,2022-01-24_22-11
0.1047213077545166,0.6796766519546509,0.546551913022995,0.5857059955596924,1.2959068417549133,0.4450854957103729,2022-01-24_22-11
0.1047210693359375,0.6796445697546005,0.5465717613697052,0.5950174033641815,1.3037759065628052,0.44473811984062195,2022-01-24_22-11
0.09075522422790527,0.6797509491443634,0.5465791821479797,0.5890350043773651,1.303451418876648,0.44051921367645264,2022-01-24_22-11
0.09625077247619629,0.6800347119569778,0.5465317368507385,0.5884650349617004,1.3019264340400696,0.43922650814056396,2022-01-24_22-11
0.08377575874328613,0.6803359240293503,0.5459980964660645,0.5917230099439621,1.3010697960853577,0.4455980658531189,2022-01-24_22-11
0.1018517017364502,0.6805035322904587,0.5462692379951477,0.596790611743927,1.2999576330184937,0.43974995613098145,2022-01-24_22-11
0.09773826599121094,0.6806139051914215,0.5462271869182587,0.5978596955537796,1.296209454536438,0.43825283646583557,2022-01-24_22-11
0.11269831657409668,0.6809878796339035,0.5459973216056824,0.5983350872993469,1.2991254329681396,0.4208749830722809,2022-01-24_22-11
0.09774065017700195,0.681820273399353,0.5442166924476624,0.599175214767456,1.2979440093040466,0.408742755651474,2022-01-24_22-11
0.10172700881958008,0.6818192303180695,0.5349522680044174,0.6033682227134705,1.288735270500183,0.41865938901901245,2022-01-24_22-11
0.1042323112487793,0.6809902042150497,0.5267977565526962,0.6110933423042297,1.2817915678024292,0.4264547824859619,2022-01-24_22-11
0.10722064971923828,0.6794359087944031,0.5085509717464447,0.6535427421331406,1.283683717250824,0.42493945360183716,2022-01-24_22-11
0.10871052742004395,0.6776456832885742,0.4978373646736145,0.6606456935405731,1.288679838180542,0.44380900263786316,2022-01-24_22-11
0.09873771667480469,0.6751855611801147,0.48347561061382294,0.6483057737350464,1.274578034877777,0.4457171559333801,2022-01-24_22-11
0.10272407531738281,0.6740235686302185,0.4664294123649597,0.6264864802360535,1.2378035187721252,0.446069598197937,2022-01-24_22-11
0.1107027530670166,0.67189621925354,0.46038711071014404,0.6116144210100174,1.225176751613617,0.44632476568222046,2022-01-24_22-11
0.11170148849487305,0.6739211231470108,0.45650680363178253,0.6017052233219147,1.2166785597801208,0.445855975151062,2022-01-24_22-11
0.10372328758239746,0.6756185591220856,0.4577545076608658,0.6017478704452515,1.2147059440612793,0.44609320163726807,2022-01-24_22-11
0.09275317192077637,0.6769609749317169,0.4573336988687515,0.6013841032981873,1.2133306860923767,0.44584009051322937,2022-01-24_22-11
0.1102437973022461,0.6777542233467102,0.4577963054180145,0.6015674471855164,1.213545560836792,0.4457843601703644,2022-01-24_22-11
0.13464021682739258,0.678172379732132,0.4571952074766159,0.602302148938179,1.2139504551887512,0.4453464448451996,2022-01-24_22-11
0.10073304176330566,0.6790304034948349,0.4555618464946747,0.6024271100759506,1.2146578431129456,0.44562551379203796,2022-01-24_22-11
0.11668634414672852,0.6796447336673737,0.4548523426055908,0.6101176589727402,1.217698335647583,0.4460528790950775,2022-01-24_22-11
0.09522604942321777,0.6796432882547379,0.4538586288690567,0.6099772155284882,1.2146561741828918,0.4459829330444336,2022-01-24_22-11
0.1202247142791748,0.6796381175518036,0.45339518785476685,0.6124233901500702,1.213125765323639,0.4459986388683319,2022-01-24_22-11
0.12422919273376465,0.6801129430532455,0.45351310074329376,0.613097220659256,1.212862491607666,0.4461994171142578,2022-01-24_22-11
0.10671353340148926,0.6801838725805283,0.453696146607399,0.6154347807168961,1.2157726287841797,0.4465000033378601,2022-01-24_22-11
0.09474539756774902,0.6804192960262299,0.45398789644241333,0.6152728796005249,1.2236626148223877,0.4450114369392395,2022-01-24_22-11
0.11370444297790527,0.6804564446210861,0.45418426394462585,0.6153529435396194,1.2239766716957092,0.44558313488960266,2022-01-24_22-11
0.09772205352783203,0.6807630211114883,0.4542769640684128,0.6163963973522186,1.2241262197494507,0.44577649235725403,2022-01-24_22-11
0.09873604774475098,0.6810746490955353,0.45438703894615173,0.6164673715829849,1.2225882411003113,0.44524291157722473,2022-01-24_22-11
0.11269903182983398,0.6811573952436447,0.4544011950492859,0.6156872659921646,1.2176786661148071,0.44472432136535645,2022-01-24_22-11
0.10571670532226562,0.6813224107027054,0.45434166491031647,0.6152397245168686,1.215144157409668,0.4457065761089325,2022-01-24_22-11
0.1291673183441162,0.6814360320568085,0.4543616622686386,0.614308625459671,1.2148945927619934,0.4459882974624634,2022-01-24_22-11
0.19946932792663574,0.6813492625951767,0.4544232487678528,0.6130601316690445,1.2150824666023254,0.44541075825691223,2022-01-24_22-11
0.23137927055358887,0.681228518486023,0.4546058177947998,0.6127992421388626,1.2156499028205872,0.4452020227909088,2022-01-24_22-11
0.15860605239868164,0.6792494207620621,0.45793086290359497,0.6137454807758331,1.233684778213501,0.4457783102989197,2022-01-24_22-11
0.12064766883850098,0.6777873188257217,0.4579514414072037,0.6129363030195236,1.2304037809371948,0.4464045763015747,2022-01-24_22-11
0.13364481925964355,0.6759545356035233,0.4579046070575714,0.6130101680755615,1.2292796969413757,0.44878095388412476,2022-01-24_22-11
