elapsed_time,body_x_landmark,body_y_landmark,between_hands_x_landmark,between_hands_y_landmark,classif_logit,date_time,session
13.388982772827148,0.6224642097949982,0.2323124408721923,0.6011784672737122,1.0212365090847015,0.4149300754070282,2021-11-20 19:26:00,1
0.6750247478485107,0.6000903099775314,0.2978479266166687,0.6101750284433365,1.1510912775993347,0.427340030670166,2021-11-20 19:26:00,1
0.0927550792694091,0.5881293267011642,0.2517216876149177,0.5932487919926643,1.1359319686889648,0.4422045052051544,2021-11-20 19:26:00,1
0.0852842330932617,0.586803138256073,0.2153258994221687,0.5834864303469658,1.032538115978241,0.4192169904708862,2021-11-20 19:26:00,1
0.1007406711578369,0.6039739549160004,0.1629803106188774,0.6375100612640381,0.8836517035961151,0.4287368953227997,2021-11-20 19:26:00,1
0.1256642341613769,0.5809179246425629,0.2104290872812271,0.5866553783416748,0.3352245390415191,0.3951197862625122,2021-11-20 19:26:00,1
0.0947456359863281,0.5718539357185364,0.2482407912611961,0.539969801902771,0.4666740745306015,0.4020664691925049,2021-11-20 19:26:00,1
0.1166872978210449,0.5576452314853668,0.2880259454250335,0.5029340088367462,0.4903102070093155,0.4017737209796905,2021-11-20 19:26:00,1
0.0837762355804443,0.5454013496637344,0.3068566918373108,0.4818409830331802,0.5176532566547394,0.3951384723186493,2021-11-20 19:26:00,1
0.0827791690826416,0.5174129903316498,0.3395782262086868,0.4650008380413055,0.5126243978738785,0.4298719763755798,2021-11-20 19:26:00,1
0.0807828903198242,0.4943145215511322,0.3538506925106048,0.4562038481235504,0.5127230882644653,0.4608388543128967,2021-11-20 19:26:00,1
0.0917558670043945,0.4829380363225937,0.3600711226463318,0.4572789520025253,0.5079950988292694,0.4586724042892456,2021-11-20 19:26:00,1
0.0797891616821289,0.4783566892147064,0.3604860007762909,0.4568979144096374,0.4988962113857269,0.437281459569931,2021-11-20 19:26:00,1
0.0887620449066162,0.4754690378904342,0.3652597069740295,0.4574451595544815,0.4990939795970917,0.4675042927265167,2021-11-20 19:26:00,1
0.089761734008789,0.4742873013019562,0.3720608204603195,0.4542195796966553,0.5019299685955048,0.4962656199932098,2021-11-20 19:26:00,1
0.0728034973144531,0.4771792590618133,0.3825676739215851,0.4524784386157989,0.5072385519742966,0.363026887178421,2021-11-20 19:26:00,1
0.0713186264038086,0.4793025404214859,0.3908511698246002,0.4578821808099746,0.5174391865730286,0.3763850629329681,2021-11-20 19:26:00,1
0.1072285175323486,0.4870911091566086,0.4113151431083679,0.4522005170583725,0.5424260050058365,0.3996682465076446,2021-11-20 19:26:00,1
0.0952544212341308,0.4937543570995331,0.4142927378416061,0.4342319071292877,0.5993497967720032,0.4174432158470154,2021-11-20 19:26:00,1
0.0892720222473144,0.5060813575983047,0.4143686294555664,0.4368953108787536,0.6669061481952667,0.4205496907234192,2021-11-20 19:26:00,1
0.1027238368988037,0.5288549661636353,0.4032857120037079,0.467587947845459,0.7042695581912994,0.4066782593727112,2021-11-20 19:26:00,1
0.0957443714141845,0.5302920937538147,0.4008138477802276,0.46390400826931,0.7185266315937042,0.407543271780014,2021-11-20 19:26:00,1
0.1291697025299072,0.5403198003768921,0.4080615043640136,0.4838981181383133,0.7313129901885986,0.4057858884334564,2021-11-20 19:26:00,1
0.0972533226013183,0.5466220080852509,0.3977858573198318,0.5220499634742737,0.7175774872303009,0.4231269657611847,2021-11-20 19:26:00,1
0.0807836055755615,0.5520517826080322,0.3927260637283325,0.5406063795089722,0.7397131323814392,0.4301595389842987,2021-11-20 19:26:00,1
0.099733829498291,0.5554068088531494,0.381121501326561,0.5600983947515488,0.7575456202030182,0.4184090197086334,2021-11-20 19:26:00,1
0.0827786922454834,0.5673269033432007,0.3682880252599716,0.5535921007394791,0.7634891271591187,0.4322221875190735,2021-11-20 19:26:00,1
0.0887618064880371,0.5698211491107941,0.3543983101844787,0.5437330603599548,0.7569061815738678,0.4216980338096618,2021-11-20 19:26:00,1
0.0837757587432861,0.5702756643295288,0.3463902622461319,0.5363999754190445,0.7536912560462952,0.4270741641521454,2021-11-20 19:26:00,1
0.084773302078247,0.5738521665334702,0.3135747909545898,0.5289214700460434,0.7230880558490753,0.4155960977077484,2021-11-20 19:26:00,1
0.0738031864166259,0.573928639292717,0.2967967540025711,0.5262262523174286,0.710647463798523,0.4166557192802429,2021-11-20 19:26:00,1
