,name,folder,video_seq,traction,barre,torse
0,im_1,images1,1,1,"[0.4321705426356589, 0.31976744186046513]","[0.42829457364341084, 0.6453488372093024]"
1,im_16,images1,1,1,"[0.42829457364341084, 0.31007751937984496]","[0.42441860465116277, 0.5968992248062015]"
2,im_31,images1,1,1,"[0.436046511627907, 0.312015503875969]","[0.4689922480620155, 0.4127906976744186]"
3,im_46,images1,1,1,"[0.43410852713178294, 0.28875968992248063]","[0.4689922480620155, 0.28875968992248063]"
4,im_61,images1,1,1,"[0.43410852713178294, 0.29844961240310075]","[0.45348837209302323, 0.29457364341085274]"
5,im_76,images1,1,1,"[0.436046511627907, 0.312015503875969]","[0.46511627906976744, 0.37790697674418605]"
6,im_91,images1,1,1,"[0.437984496124031, 0.313953488372093]","[0.46124031007751937, 0.5290697674418605]"
7,im_106,images1,1,1,"[0.42829457364341084, 0.3081395348837209]","[0.436046511627907, 0.622093023255814]"
8,im_121,images1,1,1,"[0.42829457364341084, 0.3062015503875969]","[0.42054263565891475, 0.6395348837209303]"
9,im_136,images1,1,1,"[0.436046511627907, 0.32170542635658916]","[0.436046511627907, 0.6472868217054264]"
10,im_151,images1,1,1,"[0.42248062015503873, 0.29844961240310075]","[0.43023255813953487, 0.6531007751937985]"
11,im_166,images1,1,1,"[0.4321705426356589, 0.31007751937984496]","[0.43410852713178294, 0.6531007751937985]"
12,im_181,images1,1,1,"[0.4263565891472868, 0.312015503875969]","[0.4263565891472868, 0.6705426356589147]"
13,im_196,images1,1,1,"[0.4321705426356589, 0.312015503875969]","[0.42248062015503873, 0.686046511627907]"
14,im_211,images1,1,1,"[0.43410852713178294, 0.312015503875969]","[0.45155038759689925, 0.6453488372093024]"
15,im_226,images1,1,1,"[0.43410852713178294, 0.3178294573643411]","[0.4689922480620155, 0.48643410852713176]"
16,im_241,images1,1,1,"[0.437984496124031, 0.3003875968992248]","[0.4844961240310077, 0.29844961240310075]"
17,im_256,images1,1,1,"[0.4263565891472868, 0.30426356589147285]","[0.4631782945736434, 0.3507751937984496]"
18,im_271,images1,1,1,"[0.43023255813953487, 0.30426356589147285]","[0.4689922480620155, 0.5038759689922481]"
19,im_286,images1,1,1,"[0.42441860465116277, 0.3081395348837209]","[0.4263565891472868, 0.6395348837209303]"
20,im_289,images1,1,1,"[0.42248062015503873, 0.312015503875969]","[0.4321705426356589, 0.6375968992248062]"
21,im_290,images1,1,1,"[0.42829457364341084, 0.3062015503875969]","[0.42441860465116277, 0.6492248062015504]"
22,im_290,images1,2,1,"[0.42441860465116277, 0.29651162790697677]","[0.3992248062015504, 0.6124031007751938]"
23,im_305,images1,2,1,"[0.42441860465116277, 0.3003875968992248]","[0.39147286821705424, 0.5542635658914729]"
24,im_320,images1,2,1,"[0.42054263565891475, 0.3062015503875969]","[0.39147286821705424, 0.41472868217054265]"
25,im_335,images1,2,1,"[0.42441860465116277, 0.3023255813953488]","[0.4069767441860465, 0.36627906976744184]"
26,im_350,images1,2,1,"[0.42829457364341084, 0.30426356589147285]","[0.39341085271317827, 0.5271317829457365]"
27,im_365,images1,2,1,"[0.42441860465116277, 0.3062015503875969]","[0.3992248062015504, 0.6414728682170543]"
28,im_380,images1,2,1,"[0.42248062015503873, 0.3023255813953488]","[0.4011627906976744, 0.6453488372093024]"
29,im_395,images1,2,1,"[0.4263565891472868, 0.3062015503875969]","[0.4108527131782946, 0.6414728682170543]"
30,im_410,images1,2,1,"[0.42248062015503873, 0.3081395348837209]","[0.39728682170542634, 0.5445736434108527]"
31,im_425,images1,2,1,"[0.4321705426356589, 0.31007751937984496]","[0.38953488372093026, 0.3798449612403101]"
32,im_440,images1,2,1,"[0.42829457364341084, 0.3081395348837209]","[0.4069767441860465, 0.4127906976744186]"
33,im_455,images1,2,1,"[0.42054263565891475, 0.30426356589147285]","[0.39341085271317827, 0.5658914728682171]"
34,im_470,images1,2,1,"[0.42829457364341084, 0.31007751937984496]","[0.4108527131782946, 0.622093023255814]"
35,im_485,images1,2,1,"[0.42829457364341084, 0.3062015503875969]","[0.41472868217054265, 0.6550387596899225]"
36,im_500,images1,2,1,"[0.4321705426356589, 0.31007751937984496]","[0.4011627906976744, 0.6937984496124031]"
37,im_515,images1,2,1,"[0.42829457364341084, 0.3003875968992248]","[0.39147286821705424, 0.6434108527131783]"
38,im_530,images1,2,1,"[0.42829457364341084, 0.30426356589147285]","[0.38953488372093026, 0.6104651162790697]"
39,im_545,images1,2,1,"[0.42829457364341084, 0.3003875968992248]","[0.39147286821705424, 0.6375968992248062]"
40,im_560,images1,2,1,"[0.43023255813953487, 0.29844961240310075]","[0.3953488372093023, 0.6356589147286822]"
41,im_575,images1,2,1,"[0.4166666666666667, 0.3023255813953488]","[0.3856589147286822, 0.6395348837209303]"
42,im_590,images1,2,1,"[0.42054263565891475, 0.29457364341085274]","[0.39147286821705424, 0.6337209302325582]"
43,im_605,images1,2,1,"[0.43023255813953487, 0.31589147286821706]","[0.39341085271317827, 0.6550387596899225]"
44,im_620,images1,2,1,"[0.43023255813953487, 0.3003875968992248]","[0.3992248062015504, 0.6531007751937985]"
45,im_635,images1,2,1,"[0.4321705426356589, 0.3081395348837209]","[0.4127906976744186, 0.6976744186046512]"
46,im_650,images1,2,1,"[0.42248062015503873, 0.30426356589147285]","[0.4127906976744186, 0.6608527131782945]"
47,im_665,images1,2,1,"[0.4321705426356589, 0.3081395348837209]","[0.42441860465116277, 0.6492248062015504]"
48,im_680,images1,2,1,"[0.43410852713178294, 0.30426356589147285]","[0.38953488372093026, 0.560077519379845]"
49,im_695,images1,2,1,"[0.4263565891472868, 0.30426356589147285]","[0.39341085271317827, 0.43023255813953487]"
50,im_710,images1,2,1,"[0.42829457364341084, 0.3062015503875969]","[0.39728682170542634, 0.35658914728682173]"
51,im_725,images1,2,1,"[0.42829457364341084, 0.29844961240310075]","[0.40310077519379844, 0.6007751937984496]"
52,im_740,images1,2,1,"[0.4263565891472868, 0.3023255813953488]","[0.42829457364341084, 0.6647286821705426]"
53,im_755,images1,2,1,"[0.42829457364341084, 0.31007751937984496]","[0.3856589147286822, 0.6744186046511628]"
54,im_770,images1,2,1,"[0.42441860465116277, 0.3062015503875969]","[0.39341085271317827, 0.6434108527131783]"
55,im_785,images1,2,1,"[0.43023255813953487, 0.3081395348837209]","[0.39341085271317827, 0.6453488372093024]"
56,im_800,images1,2,1,"[0.43410852713178294, 0.3081395348837209]","[0.3682170542635659, 0.6550387596899225]"
57,im_815,images1,2,1,"[0.43023255813953487, 0.3081395348837209]","[0.36627906976744184, 0.6453488372093024]"
58,im_830,images1,2,1,"[0.4186046511627907, 0.3023255813953488]","[0.38953488372093026, 0.6337209302325582]"
59,im_845,images1,2,1,"[0.42441860465116277, 0.29457364341085274]","[0.39341085271317827, 0.6395348837209303]"
60,im_860,images1,2,1,"[0.42829457364341084, 0.3062015503875969]","[0.39341085271317827, 0.6608527131782945]"
61,im_875,images1,2,1,"[0.42248062015503873, 0.3062015503875969]","[0.39341085271317827, 0.6434108527131783]"
62,im_890,images1,2,1,"[0.4263565891472868, 0.3062015503875969]","[0.40310077519379844, 0.6356589147286822]"
63,im_905,images1,2,1,"[0.42054263565891475, 0.29844961240310075]","[0.4050387596899225, 0.6821705426356589]"
64,im_920,images1,2,1,"[0.42441860465116277, 0.30426356589147285]","[0.42441860465116277, 0.6027131782945736]"
65,im_935,images1,2,1,"[0.42829457364341084, 0.3062015503875969]","[0.41472868217054265, 0.5290697674418605]"
66,im_950,images1,2,1,"[0.4321705426356589, 0.31007751937984496]","[0.39341085271317827, 0.4321705426356589]"
67,im_965,images1,2,1,"[0.42829457364341084, 0.29651162790697677]","[0.4069767441860465, 0.39147286821705424]"
68,im_980,images1,2,1,"[0.42829457364341084, 0.312015503875969]","[0.4069767441860465, 0.5658914728682171]"
69,im_980,images1,3,1,"[0.4321705426356589, 0.3062015503875969]","[0.40891472868217055, 0.5813953488372093]"
70,im_995,images1,3,1,"[0.43023255813953487, 0.3062015503875969]","[0.42248062015503873, 0.6472868217054264]"
71,im_1010,images1,3,1,"[0.43023255813953487, 0.312015503875969]","[0.4186046511627907, 0.6356589147286822]"
72,im_1025,images1,3,1,"[0.4321705426356589, 0.31007751937984496]","[0.39147286821705424, 0.6395348837209303]"
73,im_1040,images1,3,1,"[0.42248062015503873, 0.30426356589147285]","[0.37209302325581395, 0.6375968992248062]"
74,im_1055,images1,3,1,"[0.42441860465116277, 0.3003875968992248]","[0.374031007751938, 0.6569767441860465]"
75,im_1070,images1,3,1,"[0.42248062015503873, 0.30426356589147285]","[0.3992248062015504, 0.7093023255813954]"
76,im_1085,images1,3,1,"[0.4263565891472868, 0.3003875968992248]","[0.42054263565891475, 0.6782945736434108]"
77,im_1100,images1,3,1,"[0.4263565891472868, 0.29844961240310075]","[0.4186046511627907, 0.6744186046511628]"
78,im_1115,images1,3,1,"[0.42441860465116277, 0.31007751937984496]","[0.3953488372093023, 0.6627906976744186]"
79,im_1130,images1,3,1,"[0.42829457364341084, 0.3062015503875969]","[0.4050387596899225, 0.6763565891472868]"
80,im_1145,images1,3,1,"[0.4263565891472868, 0.3062015503875969]","[0.4050387596899225, 0.6550387596899225]"
81,im_1160,images1,3,1,"[0.42248062015503873, 0.3003875968992248]","[0.4263565891472868, 0.625968992248062]"
82,im_1175,images1,3,1,"[0.43023255813953487, 0.3023255813953488]","[0.40891472868217055, 0.6337209302325582]"
83,im_1190,images1,3,1,"[0.42248062015503873, 0.30426356589147285]","[0.3798449612403101, 0.6453488372093024]"
84,im_1205,images1,3,1,"[0.42248062015503873, 0.3003875968992248]","[0.3817829457364341, 0.6434108527131783]"
85,im_1220,images1,3,1,"[0.42441860465116277, 0.30426356589147285]","[0.38953488372093026, 0.6104651162790697]"
86,im_1235,images1,3,1,"[0.4263565891472868, 0.31007751937984496]","[0.3856589147286822, 0.6492248062015504]"
87,im_1250,images1,3,1,"[0.4263565891472868, 0.3023255813953488]","[0.39728682170542634, 0.6143410852713178]"
88,im_1265,images1,3,1,"[0.42248062015503873, 0.3081395348837209]","[0.4011627906976744, 0.5736434108527132]"
89,im_1280,images1,3,1,"[0.4263565891472868, 0.3081395348837209]","[0.4108527131782946, 0.3817829457364341]"
90,im_1295,images1,3,1,"[0.4263565891472868, 0.3062015503875969]","[0.4186046511627907, 0.562015503875969]"
91,im_1310,images1,3,1,"[0.41472868217054265, 0.3062015503875969]","[0.3992248062015504, 0.5755813953488372]"
92,im_1325,images1,3,1,"[0.42248062015503873, 0.3023255813953488]","[0.38953488372093026, 0.436046511627907]"
93,im_1340,images1,3,1,"[0.42441860465116277, 0.3003875968992248]","[0.42248062015503873, 0.5077519379844961]"
94,im_1355,images1,3,1,"[0.43023255813953487, 0.29457364341085274]","[0.4321705426356589, 0.5852713178294574]"
95,im_1370,images1,3,1,"[0.40891472868217055, 0.3003875968992248]","[0.375968992248062, 0.49806201550387597]"
96,im_1385,images1,3,1,"[0.42829457364341084, 0.312015503875969]","[0.40310077519379844, 0.3798449612403101]"
97,im_1400,images1,3,1,"[0.43023255813953487, 0.312015503875969]","[0.42441860465116277, 0.6453488372093024]"
98,im_1415,images1,3,1,"[0.42441860465116277, 0.29844961240310075]","[0.45155038759689925, 0.6201550387596899]"
99,im_1422,images1,3,0,"[0.0, 0.0]","[0.0, 0.0]"
100,im_1422,images1,4,1,"[0.5116279069767442, 0.07364341085271318]","[0.5348837209302325, 0.34108527131782945]"
101,im_1437,images1,4,1,"[0.501937984496124, 0.0755813953488372]","[0.5271317829457365, 0.34108527131782945]"
102,im_1452,images1,4,1,"[0.5038759689922481, 0.07170542635658915]","[0.4941860465116279, 0.35658914728682173]"
103,im_1467,images1,4,1,"[0.501937984496124, 0.0755813953488372]","[0.49806201550387597, 0.375968992248062]"
104,im_1482,images1,4,1,"[0.5038759689922481, 0.07364341085271318]","[0.49612403100775193, 0.36627906976744184]"
105,im_1497,images1,4,1,"[0.5038759689922481, 0.06976744186046512]","[0.4941860465116279, 0.39147286821705424]"
106,im_1512,images1,4,1,"[0.501937984496124, 0.07170542635658915]","[0.49612403100775193, 0.40310077519379844]"
107,im_1527,images1,4,1,"[0.501937984496124, 0.07751937984496124]","[0.49612403100775193, 0.32945736434108525]"
108,im_1542,images1,4,1,"[0.5038759689922481, 0.08139534883720931]","[0.5058139534883721, 0.12403100775193798]"
109,im_1557,images1,4,1,"[0.5058139534883721, 0.07945736434108527]","[0.49806201550387597, 0.2248062015503876]"
110,im_1572,images1,4,1,"[0.49806201550387597, 0.0755813953488372]","[0.4941860465116279, 0.35658914728682173]"
111,im_1587,images1,4,1,"[0.5, 0.07364341085271318]","[0.49612403100775193, 0.29651162790697677]"
112,im_1602,images1,4,1,"[0.5038759689922481, 0.06782945736434108]","[0.5038759689922481, 0.09689922480620156]"
113,im_1617,images1,4,1,"[0.501937984496124, 0.06976744186046512]","[0.501937984496124, 0.1686046511627907]"
114,im_1632,images1,4,1,"[0.5038759689922481, 0.07170542635658915]","[0.49224806201550386, 0.3333333333333333]"
115,im_1647,images1,4,1,"[0.5077519379844961, 0.07170542635658915]","[0.5, 0.39341085271317827]"
116,im_1662,images1,4,1,"[0.49806201550387597, 0.07751937984496124]","[0.49612403100775193, 0.4050387596899225]"
117,im_1677,images1,4,1,"[0.5, 0.0755813953488372]","[0.4883720930232558, 0.40310077519379844]"
118,im_1692,images1,4,1,"[0.5, 0.0755813953488372]","[0.49806201550387597, 0.34689922480620156]"
119,im_1707,images1,4,1,"[0.49612403100775193, 0.06976744186046512]","[0.49806201550387597, 0.24031007751937986]"
120,im_1722,images1,4,1,"[0.501937984496124, 0.06589147286821706]","[0.5058139534883721, 0.0562015503875969]"
121,im_1737,images1,4,1,"[0.49612403100775193, 0.07170542635658915]","[0.501937984496124, 0.10271317829457365]"
122,im_1752,images1,4,1,"[0.5058139534883721, 0.07751937984496124]","[0.5077519379844961, 0.26744186046511625]"
123,im_1767,images1,4,1,"[0.49612403100775193, 0.07170542635658915]","[0.49806201550387597, 0.37790697674418605]"
124,im_1782,images1,4,1,"[0.5038759689922481, 0.07364341085271318]","[0.5038759689922481, 0.3875968992248062]"
125,im_1797,images1,4,1,"[0.501937984496124, 0.07945736434108527]","[0.5193798449612403, 0.3798449612403101]"
126,im_1812,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
127,im_1827,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
128,im_1842,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
129,im_1857,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
130,im_1872,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
131,im_1887,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
132,im_1902,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
133,im_1917,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
134,im_1932,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
135,im_1947,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
136,im_1962,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
137,im_1977,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
138,im_1992,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
139,im_2007,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
140,im_2022,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
141,im_2037,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
142,im_2052,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
143,im_2067,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
144,im_2082,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
145,im_2097,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
146,im_2112,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
147,im_2127,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
148,im_2142,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
149,im_2157,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
150,im_2172,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
151,im_2187,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
152,im_2202,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
153,im_2217,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
154,im_2232,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
155,im_2247,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
156,im_2262,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
157,im_2277,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
158,im_2292,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
159,im_2307,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
160,im_2322,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
161,im_2337,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
162,im_2352,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
163,im_2367,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
164,im_2382,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
165,im_2397,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
166,im_2412,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
167,im_2427,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
168,im_2442,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
169,im_2457,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
170,im_2472,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
171,im_2487,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
172,im_2502,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
173,im_2517,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
174,im_2532,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
175,im_2547,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
176,im_2562,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
177,im_2577,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
178,im_2592,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
179,im_2607,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
180,im_2622,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
181,im_2637,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
182,im_2652,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
183,im_2667,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
184,im_2682,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
185,im_2697,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
186,im_2712,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
187,im_2727,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
188,im_2742,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
189,im_2757,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
190,im_2772,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
191,im_2787,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
192,im_2802,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
193,im_2817,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
194,im_2832,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
195,im_2847,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
