,name,folder,video_seq,traction,barre,torse
0,im_1,images6,1,1,"[0.48643410852713176, 0.2364341085271318]","[0.46705426356589147, 0.5484496124031008]"
1,im_16,images6,1,1,"[0.4844961240310077, 0.24031007751937986]","[0.47093023255813954, 0.39728682170542634]"
2,im_31,images6,1,1,"[0.4883720930232558, 0.23449612403100775]","[0.46705426356589147, 0.25193798449612403]"
3,im_46,images6,1,1,"[0.4903100775193798, 0.24031007751937986]","[0.4728682170542636, 0.2713178294573643]"
4,im_61,images6,1,1,"[0.48255813953488375, 0.24031007751937986]","[0.4728682170542636, 0.29069767441860467]"
5,im_76,images6,1,1,"[0.4883720930232558, 0.23837209302325582]","[0.4728682170542636, 0.3236434108527132]"
6,im_91,images6,1,1,"[0.49224806201550386, 0.23837209302325582]","[0.4748062015503876, 0.3682170542635659]"
7,im_106,images6,1,1,"[0.4844961240310077, 0.2441860465116279]","[0.47093023255813954, 0.41472868217054265]"
8,im_121,images6,1,1,"[0.4786821705426357, 0.24031007751937986]","[0.4748062015503876, 0.47093023255813954]"
9,im_136,images6,1,1,"[0.48643410852713176, 0.24031007751937986]","[0.46511627906976744, 0.5193798449612403]"
10,im_151,images6,1,1,"[0.47674418604651164, 0.23837209302325582]","[0.46124031007751937, 0.562015503875969]"
11,im_166,images6,1,1,"[0.4806201550387597, 0.24224806201550386]","[0.4631782945736434, 0.5872093023255814]"
12,im_181,images6,1,1,"[0.48643410852713176, 0.2364341085271318]","[0.46124031007751937, 0.5755813953488372]"
13,im_196,images6,1,1,"[0.4728682170542636, 0.23255813953488372]","[0.45930232558139533, 0.501937984496124]"
14,im_211,images6,1,1,"[0.4806201550387597, 0.2441860465116279]","[0.4689922480620155, 0.3875968992248062]"
15,im_226,images6,1,1,"[0.48255813953488375, 0.24224806201550386]","[0.4728682170542636, 0.32558139534883723]"
16,im_241,images6,1,1,"[0.4728682170542636, 0.2441860465116279]","[0.47093023255813954, 0.25]"
17,im_256,images6,1,1,"[0.47674418604651164, 0.22286821705426357]","[0.4748062015503876, 0.2441860465116279]"
18,im_271,images6,1,1,"[0.4748062015503876, 0.24224806201550386]","[0.4689922480620155, 0.2655038759689923]"
19,im_286,images6,1,1,"[0.4786821705426357, 0.24031007751937986]","[0.4748062015503876, 0.29651162790697677]"
20,im_301,images6,1,1,"[0.47674418604651164, 0.23837209302325582]","[0.4748062015503876, 0.3488372093023256]"
21,im_316,images6,1,1,"[0.48255813953488375, 0.23255813953488372]","[0.4728682170542636, 0.38372093023255816]"
22,im_331,images6,1,1,"[0.4806201550387597, 0.24224806201550386]","[0.46511627906976744, 0.437984496124031]"
23,im_346,images6,1,1,"[0.4728682170542636, 0.24224806201550386]","[0.46705426356589147, 0.5038759689922481]"
